start_date,end_date,nhs_fy,org_type,org_code,org_name,variable_type,variable_a,variable_b,statistic,measure,value
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,count,at_caseness,319
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,count,not_at_caseness,29
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,count,improvement,224
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,percentage,improvement,64.4
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,count,deterioration,20
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,percentage,deterioration,5.7
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,count,no_reliable_change,104
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,percentage,no_reliable_change,29.9
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,count,reliable_recovery,140
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,percentage,reliable_recovery,43.9
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,count,recovery,154
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Body Dysmorphic Disorder,percentage,recovery,48.3
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,referrals_received,274580
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,finished_course_treatment,184101
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,at_caseness,173485
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,not_at_caseness,10417
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,improvement,131513
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,percentage,improvement,71.4
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,deterioration,8484
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,percentage,deterioration,4.6
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,no_reliable_change,41465
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,percentage,no_reliable_change,22.5
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,reliable_recovery,94082
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,percentage,reliable_recovery,54.2
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,recovery,98690
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,percentage,recovery,56.8
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,referrals_received,13161
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,finished_course_treatment,10205
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,at_caseness,9878
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,not_at_caseness,322
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,improvement,7844
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,percentage,improvement,76.9
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,deterioration,509
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,percentage,deterioration,5
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,no_reliable_change,1771
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,percentage,no_reliable_change,17.4
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,reliable_recovery,4109
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,percentage,reliable_recovery,41.6
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,recovery,4188
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,percentage,recovery,42.4
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,referrals_received,32408
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,finished_course_treatment,17777
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,at_caseness,15991
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,not_at_caseness,1739
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,improvement,11347
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,improvement,63.8
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,deterioration,1172
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,deterioration,6.6
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,no_reliable_change,4994
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,no_reliable_change,28.1
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,reliable_recovery,7018
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,reliable_recovery,43.8
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,recovery,7393
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,recovery,46.1
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,referrals_received,23125
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,finished_course_treatment,17018
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,at_caseness,16037
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,not_at_caseness,968
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,improvement,10144
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,improvement,59.6
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,deterioration,847
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,deterioration,5
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,no_reliable_change,5887
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,no_reliable_change,34.6
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,reliable_recovery,6332
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,reliable_recovery,39.5
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,recovery,7219
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,recovery,45
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,referrals_received,46403
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,finished_course_treatment,27015
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,at_caseness,24853
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,not_at_caseness,2114
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,improvement,18621
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,improvement,68.9
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,deterioration,1414
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,deterioration,5.2
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,no_reliable_change,6531
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,no_reliable_change,24.2
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,reliable_recovery,13305
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,reliable_recovery,53.4
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,recovery,14122
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,recovery,56.7
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,referrals_received,22749
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,finished_course_treatment,14749
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,at_caseness,13639
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,not_at_caseness,1106
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,improvement,9719
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,improvement,65.9
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,deterioration,711
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,deterioration,4.8
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,no_reliable_change,4189
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,no_reliable_change,28.4
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,reliable_recovery,6397
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,reliable_recovery,46.9
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,recovery,6938
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,recovery,50.9
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,referrals_received,59774
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,finished_course_treatment,32679
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,at_caseness,31570
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,not_at_caseness,1077
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,improvement,21143
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,improvement,64.7
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,deterioration,2304
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,deterioration,7.1
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,no_reliable_change,8728
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,no_reliable_change,26.7
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,reliable_recovery,12785
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,reliable_recovery,40.5
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,recovery,13088
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,recovery,41.4
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,referrals_received,28081
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,finished_course_treatment,16732
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,at_caseness,16285
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,not_at_caseness,439
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,improvement,11114
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,percentage,improvement,66.4
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,deterioration,848
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,percentage,deterioration,5.1
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,no_reliable_change,4631
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,percentage,no_reliable_change,27.7
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,reliable_recovery,5494
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,percentage,reliable_recovery,33.7
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,recovery,5725
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,percentage,recovery,35.1
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,referrals_received,7645
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,finished_course_treatment,5176
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,at_caseness,3899
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,not_at_caseness,1270
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,improvement,3202
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,percentage,improvement,61.9
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,deterioration,281
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,percentage,deterioration,5.4
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,no_reliable_change,1649
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,percentage,no_reliable_change,31.9
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,reliable_recovery,2293
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,percentage,reliable_recovery,58.7
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,recovery,2468
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,percentage,recovery,63.2
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,count,referrals_received,34736
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,count,finished_course_treatment,6622
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,count,at_caseness,5538
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,count,not_at_caseness,1032
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,count,improvement,3697
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,percentage,improvement,55.8
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,count,deterioration,518
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,percentage,deterioration,7.8
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,count,no_reliable_change,2124
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,percentage,no_reliable_change,32.1
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,count,reliable_recovery,2423
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,percentage,reliable_recovery,43.3
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,count,recovery,2623
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other Mental Health problems,Other,percentage,recovery,46.9
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,count,referrals_received,16391
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,count,finished_course_treatment,4617
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,count,at_caseness,3915
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,count,not_at_caseness,667
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,count,improvement,2716
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,percentage,improvement,58.8
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,count,deterioration,320
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,percentage,deterioration,6.9
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,count,no_reliable_change,1429
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,percentage,no_reliable_change,31
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,count,reliable_recovery,1768
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,percentage,reliable_recovery,44.8
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,count,recovery,1917
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Other recorded problems,NA,percentage,recovery,48.5
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,count,referrals_received,801915
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,count,finished_course_treatment,58769
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,count,at_caseness,52692
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,count,not_at_caseness,5091
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,count,improvement,35254
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,percentage,improvement,60
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,count,deterioration,3745
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,percentage,deterioration,6.4
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,count,no_reliable_change,16852
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,percentage,no_reliable_change,28.7
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,count,reliable_recovery,22763
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,percentage,reliable_recovery,42.4
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,count,recovery,24335
2021-04-01,2022-03-31,fy2122,England,All,All,Presenting Complaint,Not stated/Not known/Invalid,Not stated/Not known/Invalid,percentage,recovery,45.3
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,count,referrals_received,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,count,finished_course_treatment,102995
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,count,at_caseness,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,count,not_at_caseness,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,count,improvement,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,percentage,improvement,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,count,deterioration,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,percentage,deterioration,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,count,no_reliable_change,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,percentage,no_reliable_change,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,count,reliable_recovery,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,percentage,reliable_recovery,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,count,recovery,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,All ADSM,Total,percentage,recovery,NA
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,Depression,NA,count,referrals_received,448215
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,Depression,NA,count,finished_course_treatment,281253
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,Depression,NA,count,at_caseness,268743
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,Depression,NA,count,not_at_caseness,12335
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,Depression,NA,count,improvement,185917
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,Depression,NA,percentage,improvement,66.1
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,Depression,NA,count,deterioration,18315
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,Depression,NA,percentage,deterioration,6.5
2022-04-01,2023-03-31,fy2223,England,All,All,Presenting Complaint,Depression,NA,count,no_reliable_change,73254
